0.4719	0.6328	0.6945	0.5958	0.6520	0.6598	0.5887	0.6213	0.5748	0.6546	0.5752	0.5257	0.5073	0.5028	0.4854	0.5116	0.4645	0.4915	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.5039	0.3082
0.4680	0.6289	0.6906	0.5919	0.6481	0.6559	0.5847	0.6173	0.5709	0.6507	0.5712	0.5218	0.5033	0.4988	0.4814	0.5076	0.4605	0.4876	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000	0.3043
0.4248	0.5856	0.6473	0.5487	0.6049	0.6126	0.5415	0.5741	0.5277	0.6075	0.5280	0.4785	0.4601	0.4556	0.4382	0.4644	0.4173	0.4444	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.4568	0.2610
0.4234	0.5843	0.6460	0.5473	0.6035	0.6113	0.5401	0.5727	0.5263	0.6061	0.5266	0.4772	0.4587	0.4542	0.4368	0.4630	0.4159	0.4430	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.4554	0.2597
0.4380	0.5989	0.6606	0.5619	0.6181	0.6259	0.5547	0.5873	0.5409	0.6207	0.5412	0.4918	0.4733	0.4688	0.4514	0.4776	0.4305	0.4576	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.4700	0.2743
0.4244	0.5853	0.6470	0.5483	0.6045	0.6123	0.5411	0.5737	0.5273	0.6071	0.5276	0.4781	0.4597	0.4552	0.4378	0.4640	0.4169	0.4440	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.4564	0.2607
0.4295	0.5904	0.6521	0.5534	0.6096	0.6174	0.5463	0.5789	0.5324	0.6122	0.5328	0.4833	0.4649	0.4604	0.4430	0.4692	0.4221	0.4492	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.4615	0.2658
0.4030	0.5639	0.6256	0.5270	0.5831	0.5909	0.5198	0.5524	0.5059	0.5857	0.5063	0.4568	0.4384	0.4339	0.4165	0.4427	0.3956	0.4227	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.4351	0.2393
0.4060	0.5669	0.6286	0.5299	0.5861	0.5939	0.5227	0.5553	0.5089	0.5887	0.5092	0.4597	0.4413	0.4368	0.4194	0.4456	0.3985	0.4256	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.4380	0.2423
0.3857	0.5466	0.6083	0.5096	0.5658	0.5735	0.5024	0.5350	0.4886	0.5684	0.4889	0.4394	0.4210	0.4165	0.3991	0.4253	0.3782	0.4053	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.4177	0.2220
0.3767	0.5376	0.5993	0.5006	0.5568	0.5646	0.4934	0.5260	0.4796	0.5594	0.4799	0.4304	0.4120	0.4075	0.3901	0.4163	0.3692	0.3963	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.4087	0.2130
0.3979	0.5587	0.6204	0.5218	0.5780	0.5857	0.5146	0.5472	0.5007	0.5806	0.5011	0.4516	0.4332	0.4287	0.4113	0.4375	0.3904	0.4175	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.4299	0.2341
0.3886	0.5494	0.6111	0.5125	0.5687	0.5764	0.5053	0.5379	0.4915	0.5713	0.4918	0.4423	0.4239	0.4194	0.4020	0.4282	0.3811	0.4082	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.4206	0.2248
0.3729	0.5338	0.5955	0.4969	0.5530	0.5608	0.4897	0.5223	0.4758	0.5556	0.4762	0.4267	0.4083	0.4038	0.3864	0.4126	0.3655	0.3926	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.4050	0.2092
0.3848	0.5457	0.6074	0.5087	0.5649	0.5726	0.5015	0.5341	0.4877	0.5675	0.4880	0.4385	0.4201	0.4156	0.3982	0.4244	0.3773	0.4044	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.4168	0.2211
0.3534	0.5143	0.5760	0.4774	0.5335	0.5413	0.4702	0.5028	0.4563	0.5361	0.4567	0.4072	0.3888	0.3843	0.3669	0.3931	0.3460	0.3731	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.3855	0.1897
0.3567	0.5176	0.5793	0.4806	0.5368	0.5445	0.4734	0.5060	0.4596	0.5394	0.4599	0.4104	0.3920	0.3875	0.3701	0.3963	0.3492	0.3763	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.3887	0.1930
0.3354	0.4963	0.5580	0.4594	0.5155	0.5233	0.4522	0.4848	0.4383	0.5181	0.4387	0.3892	0.3708	0.3663	0.3489	0.3751	0.3280	0.3551	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.3674	0.1717
0.3267	0.4876	0.5493	0.4506	0.5068	0.5146	0.4435	0.4761	0.4296	0.5094	0.4299	0.3805	0.3621	0.3576	0.3402	0.3664	0.3193	0.3463	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.1630
0.3267	0.4876	0.5493	0.4506	0.5068	0.5146	0.4435	0.4761	0.4296	0.5094	0.4299	0.3805	0.3621	0.3576	0.3402	0.3664	0.3193	0.3463	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.1630
0.3267	0.4876	0.5493	0.4506	0.5068	0.5146	0.4435	0.4761	0.4296	0.5094	0.4299	0.3805	0.3621	0.3576	0.3402	0.3664	0.3193	0.3463	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.1630
0.3267	0.4876	0.5493	0.4506	0.5068	0.5146	0.4435	0.4761	0.4296	0.5094	0.4299	0.3805	0.3621	0.3576	0.3402	0.3664	0.3193	0.3463	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.1630
0.3267	0.4876	0.5493	0.4506	0.5068	0.5146	0.4435	0.4761	0.4296	0.5094	0.4299	0.3805	0.3621	0.3576	0.3402	0.3664	0.3193	0.3463	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.3587	0.1630
