0.29836	0.25286	0.23619	0.22582	0.16803	0.21089	0.20637	0.20072	0.19689	0.19272	0.18957	0.18679	0.18383	0.18195	0.18023	0.17838	0.17707	0.17571	0.17457	0.17353	0.16930	0.16861	0.17237	0.17154	0.17075	0.16984	0.16809	0.16756	0.16710	-0.63221	0.16616	0.38429	0.2
0.25286	0.20438	0.18771	0.17733	0.11955	0.16241	0.15789	0.15224	0.14841	0.14424	0.14109	0.13830	0.13535	0.13347	0.13175	0.12989	0.12859	0.12722	0.12609	0.12504	0.12082	0.12013	0.12389	0.12305	0.12226	0.12136	0.11961	0.11907	0.11862	-0.68070	0.11768	0.33580	0.2
0.23619	0.19056	0.17389	0.16352	0.10573	0.14859	0.14407	0.13842	0.13459	0.13042	0.12727	0.12449	0.12153	0.11965	0.11793	0.11607	0.11477	0.11340	0.11227	0.11122	0.10700	0.10631	0.11007	0.10923	0.10845	0.10754	0.10579	0.10526	0.10480	-0.69451	0.10386	0.32199	0.2
0.22582	0.17403	0.15737	0.14699	0.08920	0.13207	0.12755	0.12190	0.11807	0.11390	0.11074	0.10796	0.10500	0.10312	0.10140	0.09955	0.09825	0.09688	0.09574	0.09470	0.09048	0.08978	0.09354	0.09271	0.09192	0.09102	0.08926	0.08873	0.08827	-0.71104	0.08733	0.30546	0.2
0.16803	0.20712	0.19045	0.18007	0.12229	0.16515	0.16063	0.15498	0.15115	0.14698	0.14383	0.14104	0.13808	0.13620	0.13448	0.13263	0.13133	0.12996	0.12883	0.12778	0.12356	0.12286	0.12662	0.12579	0.12500	0.12410	0.12234	0.12181	0.12135	-0.67796	0.12041	0.33854	0.2
0.21089	0.15978	0.14311	0.13273	0.07495	0.11781	0.11329	0.10764	0.10381	0.09964	0.09649	0.09370	0.09075	0.08887	0.08715	0.08529	0.08399	0.08262	0.08149	0.08044	0.07622	0.07553	0.07929	0.07845	0.07766	0.07676	0.07501	0.07447	0.07402	-0.72530	0.07308	0.29120	0.2
0.20637	0.15572	0.13905	0.12867	0.07088	0.11375	0.10923	0.10358	0.09975	0.09558	0.09243	0.08964	0.08668	0.08480	0.08308	0.08123	0.07993	0.07856	0.07743	0.07638	0.07216	0.07146	0.07522	0.07439	0.07360	0.07270	0.07094	0.07041	0.06995	-0.72936	0.06901	0.28714	0.2
0.20072	0.15021	0.13354	0.12316	0.06537	0.10824	0.10372	0.09807	0.09424	0.09007	0.08692	0.08413	0.08117	0.07929	0.07757	0.07572	0.07442	0.07305	0.07192	0.07087	0.06665	0.06595	0.06971	0.06888	0.06809	0.06719	0.06543	0.06490	0.06444	-0.73487	0.06350	0.28163	0.2
0.19689	0.14649	0.12982	0.11944	0.06166	0.10452	0.10000	0.09435	0.09052	0.08635	0.08320	0.08041	0.07745	0.07557	0.07385	0.07200	0.07070	0.06933	0.06820	0.06715	0.06293	0.06223	0.06599	0.06516	0.06437	0.06347	0.06171	0.06118	0.06072	-0.73859	0.05978	0.27791	0.2
0.19272	0.14219	0.12553	0.11515	0.05736	0.10023	0.09571	0.09006	0.08622	0.08205	0.07890	0.07612	0.07316	0.07128	0.06956	0.06771	0.06641	0.06504	0.06390	0.06286	0.05864	0.05794	0.06170	0.06087	0.06008	0.05918	0.05742	0.05689	0.05643	-0.74288	0.05549	0.27362	0.2
0.18957	0.13899	0.12233	0.11195	0.05416	0.09703	0.09251	0.08685	0.08302	0.07885	0.07570	0.07292	0.06996	0.06808	0.06636	0.06451	0.06321	0.06184	0.06070	0.05966	0.05544	0.05474	0.05850	0.05767	0.05688	0.05597	0.05422	0.05369	0.05323	-0.74608	0.05229	0.27042	0.2
0.18679	0.13613	0.11947	0.10909	0.05130	0.09416	0.08965	0.08399	0.08016	0.07599	0.07284	0.07006	0.06710	0.06522	0.06350	0.06165	0.06034	0.05898	0.05784	0.05680	0.05258	0.05188	0.05564	0.05481	0.05402	0.05311	0.05136	0.05083	0.05037	-0.74894	0.04943	0.26756	0.2
0.18383	0.13300	0.11633	0.10596	0.04817	0.09103	0.08651	0.08086	0.07703	0.07286	0.06971	0.06693	0.06397	0.06209	0.06037	0.05851	0.05721	0.05584	0.05471	0.05366	0.04944	0.04875	0.05251	0.05167	0.05089	0.04998	0.04823	0.04770	0.04724	-0.75207	0.04630	0.26443	0.2
0.18195	0.13103	0.11436	0.10398	0.04619	0.08906	0.08454	0.07889	0.07506	0.07089	0.06773	0.06495	0.06199	0.06011	0.05839	0.05654	0.05524	0.05387	0.05273	0.05169	0.04747	0.04677	0.05053	0.04970	0.04891	0.04801	0.04625	0.04572	0.04526	-0.75405	0.04432	0.26245	0.2
0.18023	0.12926	0.11259	0.10222	0.04443	0.08729	0.08277	0.07712	0.07329	0.06912	0.06597	0.06319	0.06023	0.05835	0.05663	0.05478	0.05347	0.05211	0.05097	0.04993	0.04570	0.04501	0.04877	0.04794	0.04715	0.04624	0.04449	0.04396	0.04350	-0.75581	0.04256	0.26069	0.2
0.17838	0.12737	0.11071	0.10033	0.04254	0.08541	0.08089	0.07524	0.07140	0.06723	0.06408	0.06130	0.05834	0.05646	0.05474	0.05289	0.05159	0.05022	0.04908	0.04804	0.04382	0.04312	0.04688	0.04605	0.04526	0.04436	0.04260	0.04207	0.04161	-0.75770	0.04067	0.25880	0.2
