### Mat_lambda_in_lo_PtK2K_PtK3K_mCP_NPB_HDI_TDI_B3LYP_6-31Gs.dat lambda_in_lo in eV matrix (Def: Sx=Spalte)) S1= PtK2K, S2= PtK3K , S3=mCP B, S4=NPB, S5=HID__; S6=TDI 
0.2583	0.2668	0.2033	0.3239	0.2478	0.2819
0.1330	0.1416	0.0780	0.1987	0.1225	0.1567
0.0963	0.1049	0.0413	0.1619	0.0858	0.1199
0.2067	0.2153	0.1518	0.2724	0.1962	0.2304
0.1099	0.1184	0.0549	0.1755	0.0994	0.1335
0.1449	0.1535	0.0899	0.2105	0.1344	0.1685
