### Mat_lambda_in_el_PtK2K_PtK3K_mCP_NPB_HDI_TDI_B3LYP_6-31Gs.dat lambda_in_el in eV matrix (Def: Sx=Spalte)) S1= PtK2K, S2= PtK3K , S3=mCP B, S4=NPB, S5=HID__; S6=TDI 
0.1858	0.1894	0.1639	0.1692	0.2035	0.2244
0.1890	0.1927	0.1671	0.1724	0.2067	0.2276
0.1633	0.1670	0.1415	0.1467	0.1811	0.2019
0.1694	0.1730	0.1475	0.1528	0.1871	0.2080
0.2001	0.2038	0.1783	0.1835	0.2179	0.2387
0.2215	0.2252	0.1997	0.2049	0.2393	0.2601
