# Curve 0 of 1, 3600 points
# Curve title: ""P3DT-TS1_CDFT_PBE_theta2_BA_Loch_ordered.dat" u 1:2"
# x y type
 0  0.647106  i
 0.100028  0.647199  i
 0.200056  0.647292  i
 0.300083  0.647385  i
 0.400111  0.647478  i
 0.500139  0.647571  i
 0.600167  0.647664  i
 0.700194  0.647756  i
 0.800222  0.647848  i
 0.90025  0.64794  i
 1.00028  0.648032  i
 1.10031  0.648124  i
 1.20033  0.648215  i
 1.30036  0.648306  i
 1.40039  0.648397  i
 1.50042  0.648487  i
 1.60044  0.648577  i
 1.70047  0.648666  i
 1.8005  0.648755  i
 1.90053  0.648844  i
 2.00056  0.648932  i
 2.10058  0.649019  i
 2.20061  0.649106  i
 2.30064  0.649193  i
 2.40067  0.649278  i
 2.50069  0.649363  i
 2.60072  0.649448  i
 2.70075  0.649532  i
 2.80078  0.649615  i
 2.90081  0.649697  i
 3.00083  0.649778  i
 3.10086  0.649859  i
 3.20089  0.649939  i
 3.30092  0.650018  i
 3.40094  0.650096  i
 3.50097  0.650173  i
 3.601  0.65025  i
 3.70103  0.650325  i
 3.80106  0.650399  i
 3.90108  0.650473  i
 4.00111  0.650545  i
 4.10114  0.650616  i
 4.20117  0.650686  i
 4.30119  0.650756  i
 4.40122  0.650823  i
 4.50125  0.65089  i
 4.60128  0.650956  i
 4.70131  0.65102  i
 4.80133  0.651083  i
 4.90136  0.651145  i
 5.00139  0.651205  i
 5.10142  0.651264  i
 5.20144  0.651322  i
 5.30147  0.651379  i
 5.4015  0.651434  i
 5.50153  0.651487  i
 5.60156  0.651539  i
 5.70158  0.65159  i
 5.80161  0.651639  i
 5.90164  0.651687  i
 6.00167  0.651733  i
 6.10169  0.651777  i
 6.20172  0.65182  i
 6.30175  0.651861  i
 6.40178  0.6519  i
 6.50181  0.651938  i
 6.60183  0.651974  i
 6.70186  0.652008  i
 6.80189  0.652041  i
 6.90192  0.652071  i
 7.00194  0.6521  i
 7.10197  0.652127  i
 7.202  0.652152  i
 7.30203  0.652175  i
 7.40206  0.652197  i
 7.50208  0.652216  i
 7.60211  0.652233  i
 7.70214  0.652248  i
 7.80217  0.652261  i
 7.9022  0.652273  i
 8.00222  0.652282  i
 8.10225  0.652288  i
 8.20228  0.652293  i
 8.30231  0.652296  i
 8.40233  0.652296  i
 8.50236  0.652294  i
 8.60239  0.65229  i
 8.70242  0.652283  i
 8.80245  0.652275  i
 8.90247  0.652264  i
 9.0025  0.65225  i
 9.10253  0.652234  i
 9.20256  0.652216  i
 9.30258  0.652195  i
 9.40261  0.652172  i
 9.50264  0.652146  i
 9.60267  0.652118  i
 9.7027  0.652087  i
 9.80272  0.652054  i
 9.90275  0.652018  i
 10.0028  0.651979  i
 10.1028  0.651938  i
 10.2028  0.651894  i
 10.3029  0.651848  i
 10.4029  0.651798  i
 10.5029  0.651747  i
 10.6029  0.651692  i
 10.703  0.651635  i
 10.803  0.651576  i
 10.903  0.651514  i
 11.0031  0.651449  i
 11.1031  0.651382  i
 11.2031  0.651313  i
 11.3031  0.651241  i
 11.4032  0.651166  i
 11.5032  0.65109  i
 11.6032  0.65101  i
 11.7033  0.650928  i
 11.8033  0.650844  i
 11.9033  0.650758  i
 12.0033  0.650669  i
 12.1034  0.650578  i
 12.2034  0.650484  i
 12.3034  0.650388  i
 12.4034  0.65029  i
 12.5035  0.650189  i
 12.6035  0.650086  i
 12.7035  0.649981  i
 12.8036  0.649874  i
 12.9036  0.649764  i
 13.0036  0.649652  i
 13.1036  0.649538  i
 13.2037  0.649422  i
 13.3037  0.649304  i
 13.4037  0.649183  i
 13.5038  0.649061  i
 13.6038  0.648936  i
 13.7038  0.648809  i
 13.8038  0.64868  i
 13.9039  0.648549  i
 14.0039  0.648415  i
 14.1039  0.64828  i
 14.2039  0.648143  i
 14.304  0.648003  i
 14.404  0.647862  i
 14.504  0.647719  i
 14.6041  0.647574  i
 14.7041  0.647426  i
 14.8041  0.647277  i
 14.9041  0.647126  i
 15.0042  0.646973  i
 15.1042  0.646818  i
 15.2042  0.646661  i
 15.3043  0.646502  i
 15.4043  0.646341  i
 15.5043  0.646179  i
 15.6043  0.646015  i
 15.7044  0.645849  i
 15.8044  0.645681  i
 15.9044  0.645511  i
 16.0044  0.64534  i
 16.1045  0.645166  i
 16.2045  0.644991  i
 16.3045  0.644815  i
 16.4046  0.644636  i
 16.5046  0.644456  i
 16.6046  0.644275  i
 16.7046  0.644091  i
 16.8047  0.643906  i
 16.9047  0.643719  i
 17.0047  0.643531  i
 17.1048  0.643341  i
 17.2048  0.64315  i
