### sqlite3 ${kMC_statefile0} ' SELECT id,seg1,seg2,lOh,lOe  FROM pairs ' > lambda_out_id_seg1_seg2_lOh_lOe_DIPBI_P3HT32mer.dat
### rates_ok_DIPBI_P3HT32mer__votca_eoutersphere_emultiploes_einternal_izindo state.sql
1    1    99    0.0178180825185697    0.0175122133404266
2    1    1266    0.118193544328088    0.107085800229989
3    2    238    0.0218753006605313    0.0230318948910332
4    2    818    0.0668530017160097    0.06726848412803
5    2    820    0.0173401031617126    0.0168874504502663
6    2    1370    0.089647977610274    0.0874403120399855
7    3    13    0.0636486509759076    0.0596443369226538
8    3    174    0.152451338833165    0.151045563324981
9    3    571    0.0199522443091475    0.0173588481142365
10    3    572    0.0776464861087988    0.0741297423672986
11    3    912    0.0659376744257285    0.0641451234710244
12    3    1184    0.0656814032938939    0.0598259307157311
13    3    1193    0.0514479295314108    0.0490694626018278
14    3    1264    0.128185160392564    0.117774075246337
15    3    1272    0.150404333834482    0.138552720026444
16    3    1444    0.138043199277872    0.135788485319531
17    4    105    0.0610541071914806    0.0607824032299263
18    4    955    0.0153059894627528    0.0153025564614622
19    4    1053    0.0552458490334834    0.054145087905383
20    4    1439    0.110210929369431    0.0979479516387153
21    5    18    0.156171371763477    0.154991931149417
22    5    974    0.0147618065746137    0.0142742106245505
23    5    1451    0.161333857867035    0.148995094574044
24    5    1546    0.173010387312748    0.165329499849052
25    5    1639    0.178829287926851    0.161790315142385
26    6    112    0.0300391617669276    0.0262183736627934
27    6    179    0.0305698291629056    0.0264228606042336
28    6    687    0.0706367957891303    0.0682215568817883
29    6    1072    0.0743715901486982    0.0767913454605206
30    7    35    0.0192219980202884    0.0170644934308824
31    7    786    0.0160782119315052    0.0159104428704346
32    7    919    0.171834607737525    0.170656005617051
33    7    939    0.0914858995383268    0.0908822411868557
34    7    1541    0.128531483248801    0.117783450152276
35    7    1642    0.124672449606486    0.11945609352929
36    8    21    0.0668789442340468    0.0636197457936608
37    8    49    0.0878045871383602    0.086485727206938
38    8    170    0.0572940624146903    0.0527750685161912
39    8    439    0.0646592593989758    0.0629920561300129
40    8    1022    0.0591799796396602    0.0622109551225135
41    9    334    0.0786336888763341    0.0760555252423653
42    9    406    0.0187596347643633    0.0192121118412866
43    9    631    0.0713359665230103    0.0678463513356256
44    9    722    0.0802218765551718    0.0804522580323009
45    9    731    0.0724890328736261    0.0727670684069207
46    9    1238    0.0189882301760269    0.0183589750623857
47    10    164    0.0141567414298284    0.0139525591239391
48    10    168    0.136769925742019    0.134989254556938
49    10    1054    0.062980295694655    0.0625645651768565
50    10    1098    0.0543296915090619    0.0506217780003942
51    10    1115    0.0644169237361791    0.0629145186499129
52    10    1163    0.0185067795446761    0.0178844397657835
53    10    1327    0.153544208182852    0.142694586820634
54    10    1335    0.16366173205108    0.147468733860479
55    10    1641    0.154242103393625    0.144119692996297
56    11    55    0.0680260680520529    0.0680957020299794
57    11    97    0.156852008667716    0.156117300323789
58    11    251    0.159765581122071    0.158408127742803
59    11    286    0.0610465466262462    0.0615484596286443
60    11    505    0.0878614684495057    0.0871056608089147
61    11    620    0.0164841423539645    0.0163231423412566
62    11    945    0.0131827248297368    0.0141856887302141
63    11    1151    0.0716226119993022    0.0731916248527404
64    12    339    0.0160453561729411    0.0165076101258248
65    12    486    0.0605188578490067    0.0584371661238369
66    12    1416    0.137010768635231    0.133396917364726
67    12    1498    0.169653757877067    0.153282313510666
68    12    1513    0.167414589260715    0.155422554383009
69    13    174    0.155500801313457    0.154125187862778
70    13    912    0.0684375949987902    0.0662935668979879
71    13    1184    0.0126493835550413    0.0126426704428948
72    13    1193    0.0157256659525362    0.0157268468832034
73    13    1264    0.139103646335627    0.126163829310469
74    13    1272    0.126059110632298    0.117063375510976
75    13    1440    0.166728262242757    0.151137340283435
76    13    1444    0.0945902932995116    0.109496039025229
77    13    1492    0.168204201884654    0.161281583678617
78    14    992    0.15484029900545    0.153796602958953
79    14    1009    0.156339232323366    0.155309678967819
80    14    1342    0.185589177029445    0.173861198609556
81    15    584    0.12932152509316    0.128458484937428
82    15    599    0.0213161421593419    0.0212773171487601
83    15    778    0.135441038097351    0.133676672451451
84    15    813    0.132746581806969    0.132042687612479
85    15    1044    0.156987322675696    0.156267858031171
86    15    1264    0.165722563916498    0.155332947023646
87    15    1269    0.170377390060791    0.157014274571494
88    15    1326    0.167356337761793    0.150098908130795
89    16    316    0.0599898526163772    0.0595763595383427
90    16    920    0.0139039997714257    0.0147606373976554
91    17    133    0.0257977460614862    0.0257385681052598
